id,station,species,sex,dish,scale,length,notes,incomplete,measured_by,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.59,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.87,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,19.07,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.87,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.15,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.78,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.39,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.64,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,19.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.32,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,23.18,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,23.31,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.93,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.43,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.64,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.8,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.32,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.26,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.64,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.17,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,22.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,16.63,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.98,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.18,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,17.29,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,16.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,16.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,14.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,19.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.78,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.97,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,16.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,18.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,19.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,16.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,20.29,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H74EPM,463,EP,M,NA,1,21.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,20.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.13,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.04,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.8,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.97,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.66,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.14,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,20.79,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.08,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.54,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.76,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.19,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.54,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.94,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.93,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.79,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.51,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,17.3,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.13,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.42,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,23.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,18.99,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,17.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,25.29,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.76,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.71,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.73,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.76,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.22,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,20.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,19.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,16.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.68,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.6,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,19.39,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.54,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,19.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,20.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,17.04,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,18.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.84,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,17.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,22.32,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.43,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,12.77,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,20.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,24.93,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,21.29,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S463H75EPF,463,EP,F,NA,1,25.04,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.86,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.67,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.38,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.76,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.75,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.17,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.16,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.55,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.61,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.28,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.1,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,19.3,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.87,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,18.5,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.4,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.36,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.75,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.87,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.98,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.67,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.1,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.35,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.88,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.34,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,13.72,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.6,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.3,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.38,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,19.28,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.74,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.67,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,19.98,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,20.88,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.97,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.43,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,18.05,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,17.58,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.44,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.47,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.51,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,24.51,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.51,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.46,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.18,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.98,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,21.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.79,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,13.96,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,16.68,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,23.86,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.47,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,22.2,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,14.36,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPM,464,EP,M,NA,1,16.58,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.5,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,25.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.82,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,25.85,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.12,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.14,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,16.11,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,25.1,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.04,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.62,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.85,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.31,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.19,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.91,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.37,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,21.92,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,18.21,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.57,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.59,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,20.85,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,15.24,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,26.83,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.03,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.27,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,26.06,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.82,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,18.62,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,21.02,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.48,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.9,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.84,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,21.42,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,20.26,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.52,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.18,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,20.09,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.23,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.84,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.97,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.01,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,16.61,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,21.7,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.87,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.54,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,24.49,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,21.38,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.17,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,22.53,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
B0805S464H73EPF,646,EP,F,NA,1,23.04,,NA,Baldo Marinovic,,,,,,,,,,,,,,,,
